"path","bytes","sha256","classification","lineage","duplicate_group","proposed_name","proposed_destination","disposition"
"supabase/migrations/20260727234505_v7_o1_public_worker_api_bridges.sql","3682","BF7D0186A0BFC127F6C9EB178C0C267D52AC3A28C60624EA22A4EC75A5AD0567","ACTIVE","Bounded import from PR 14; reconciled against staging","","20260727234505_v7_o1_public_worker_api_bridges.sql","supabase/migrations/20260727234505_v7_o1_public_worker_api_bridges.sql","PRESERVE_IN_PLACE"
"supabase/migrations/20260727235521_v7_b4_mirror_dcse_cp_for_bridge_testing.sql","4294","B32D04542E9CF56D982BA0A540365B049A47006D025F47C1CDBC1CC5640A9AB8","ACTIVE","Bounded import from PR 14; reconciled against staging","","20260727235521_v7_b4_mirror_dcse_cp_for_bridge_testing.sql","supabase/migrations/20260727235521_v7_b4_mirror_dcse_cp_for_bridge_testing.sql","PRESERVE_IN_PLACE"
"supabase/migrations/20260727235605_v7_b4_real_result_bridge.sql","7279","3D88FD63E47F25921A3E2A0BD3A8FA69869E9FFACC9543C56B79E2C02D3CAF2D","ACTIVE","Bounded import from PR 14; reconciled against staging","","20260727235605_v7_b4_real_result_bridge.sql","supabase/migrations/20260727235605_v7_b4_real_result_bridge.sql","PRESERVE_IN_PLACE"
"supabase/migrations/20260727235638_v7_b3_worker_enrollment_helper.sql","3189","57555839DFA57B6B0AC60DEBD5B0586E1D2C6C0B79C40768A7F2BE9670683185","ACTIVE","Bounded import from PR 14; reconciled against staging","","20260727235638_v7_b3_worker_enrollment_helper.sql","supabase/migrations/20260727235638_v7_b3_worker_enrollment_helper.sql","PRESERVE_IN_PLACE"
"supabase/migrations/20260727235857_v7_b4_public_bridge_rpc.sql","709","3EA7806C1DB8DDA424D90C602A101E430F5BDDAEEF066E6C0C69BD23236CA949","ACTIVE","Bounded import from PR 14; reconciled against staging","","20260727235857_v7_b4_public_bridge_rpc.sql","supabase/migrations/20260727235857_v7_b4_public_bridge_rpc.sql","PRESERVE_IN_PLACE"
"supabase/rollback/v7_restricted_rpc_rollback.sql","3016","5233B39CC959F0C7C4E2E5075899059213772DD2E84A34ED9A2D5C7CA036B8CE","REVIEW","Bounded import from PR 14; reconciled against staging","","v7_restricted_rpc_rollback.sql","supabase/rollback/v7_restricted_rpc_rollback.sql","PRESERVE_IN_PLACE"
"supabase/rollback/v7-worker-auth-v1/index.ts","3719","3846B82B671FBDA0A899E9CC0B7EB9B1F1E0334FB4AB2EE5B0A8EF2D047F11E3","ARCHIVE","Exact staging deployment v1 source captured for CR-SEC-001 audit and restricted rollback","","index.ts","supabase/rollback/v7-worker-auth-v1/index.ts","PRESERVE; reference from convergence record; do not execute post-Gate-001"
"supabase/seed/v7_worker_identities.sql","2818","94BB46844FD8461322667D96B551ABB7AFC1D60F591EB94A105E9D87DAF2693D","SUPPORT","Bounded import from PR 14; reconciled against staging","","v7_worker_identities.sql","supabase/seed/v7_worker_identities.sql","PRESERVE_IN_PLACE"
"tests/communication_convergence_catalog.sql","2463","FFD49433085A7001891235C77745195D9B8890CA71B64D2B698912B40597A33B","SUPPORT","origin/main baseline","","communication_convergence_catalog.sql","tests/communication_convergence_catalog.sql","PRESERVE_IN_PLACE"
"tests/communication_convergence_static.js","2627","4B6D443282D095BC0924E54417F008B1088E4EC1E843127587BC6958B481731F","SUPPORT","origin/main baseline","","communication_convergence_static.js","tests/communication_convergence_static.js","PRESERVE_IN_PLACE"
"tests/communication_operational_gate_001.sql","1640","8711548D77036D9EB67949DB5995C42BD281FA10E2B8791D3D3E1A8ED34E9D39","ARCHIVE","PR 15 / chatgpt/v7-foundation-runtime-compiler","","communication_operational_gate_001.sql","tests/communication_operational_gate_001.sql","PRESERVE; reference from convergence record; do not execute post-Gate-001"
"v6.9/03_Operations/DCS_Employment/Resume_Packages/20260624/DCS_EMPLOYMENT_GENERAL_DISTRIBUTION_RESUME_20260624_v5.md","11423","E25AD9B48EF63C30137D670E423A555C32B0BCAC02B9FFD1BC10CA08360F84E1","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","DCS_EMPLOYMENT_GENERAL_DISTRIBUTION_RESUME_20260624_v5.md","v6.9/03_Operations/DCS_Employment/Resume_Packages/20260624/DCS_EMPLOYMENT_GENERAL_DISTRIBUTION_RESUME_20260624_v5.md","PRESERVE_IN_PLACE; immutable"
"v6.9/03_Operations/DCS_Employment/Resume_Packages/20260624/DCS_EMPLOYMENT_RESUME_ACTIVITY_RECEIPT_20260624.json","1628","925DB85A52FF7B6C05EEFD5369D45A8BE34E77D57172EA43B8E367A2D5F430F9","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","DCS_EMPLOYMENT_RESUME_ACTIVITY_RECEIPT_20260624.json","v6.9/03_Operations/DCS_Employment/Resume_Packages/20260624/DCS_EMPLOYMENT_RESUME_ACTIVITY_RECEIPT_20260624.json","PRESERVE_IN_PLACE; immutable"
"v6.9/03_Operations/DCS_Employment/Resume_Packages/20260624/DCS_EMPLOYMENT_RESUME_ACTIVITY_REPORT_20260624.md","4512","ECBC41102BDEDE2A049A98F2DB5204863BDC8161F77FA5B4BF8BD9F2DF8E62F1","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","DCS_EMPLOYMENT_RESUME_ACTIVITY_REPORT_20260624.md","v6.9/03_Operations/DCS_Employment/Resume_Packages/20260624/DCS_EMPLOYMENT_RESUME_ACTIVITY_REPORT_20260624.md","PRESERVE_IN_PLACE; immutable"
"v6.9/05_Products/Family_Product_Line/Magical_Learning_Gift/MAGICAL_LEARNING_GIFT_PRODUCT_BUILD_SPEC_V1.md","36428","04607032EFC72C82FC5C904C71A7F345056FC5092C3C5518CB13FB1677CD290A","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","MAGICAL_LEARNING_GIFT_PRODUCT_BUILD_SPEC_V1.md","v6.9/05_Products/Family_Product_Line/Magical_Learning_Gift/MAGICAL_LEARNING_GIFT_PRODUCT_BUILD_SPEC_V1.md","PRESERVE_IN_PLACE; immutable"
"v6.9/05_Products/Family_Product_Line/Vow_And_Go/config.js","318","1CE86C7C5663A47CC27F4A2EE83E7CCF655FFA1220B554E2F35B0B9A81C87E67","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","config.js","v6.9/05_Products/Family_Product_Line/Vow_And_Go/config.js","PRESERVE_IN_PLACE; immutable"
"v6.9/05_Products/Family_Product_Line/Vow_And_Go/index.html","22033","53F03D8D22952B5E00CBFE41961101281096D0C89DF3239B7FFA710A4F85F119","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","index.html","v6.9/05_Products/Family_Product_Line/Vow_And_Go/index.html","PRESERVE_IN_PLACE; immutable"
"v6.9/05_Products/Family_Product_Line/Vow_And_Go/README.md","3400","95C331F1D57719377E801BB6FCC33F82F82ED085B1C63BE491DCBE7EECDE1BEB","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","README.md","v6.9/05_Products/Family_Product_Line/Vow_And_Go/README.md","PRESERVE_IN_PLACE; immutable"
"v6.9/05_Products/Family_Product_Line/Vow_And_Go/vow-go-supabase.js","16129","933D74E77DC803D1CEF2037BB6E5E32780A3DF92409178B2B7CB56DF46AC6A8E","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","vow-go-supabase.js","v6.9/05_Products/Family_Product_Line/Vow_And_Go/vow-go-supabase.js","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/COMMUNICATION_PROMOTION_REGISTER.yaml","726","CCC549728E4D2B95C12E6B1BDAA0AC8B0C1DA1E9430654CDC14CA15A509701E5","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","COMMUNICATION_PROMOTION_REGISTER.yaml","v7.0/00_BUILD_CONTROL/COMMUNICATION_PROMOTION_REGISTER.yaml","PRESERVE_IN_PLACE"
"v7.0/00_BUILD_CONTROL/COMMUNICATION_SUBSYSTEM_STATUS.yaml","516","D93159F2667464B444FBF2D22810E189825D61E9F4B3E36E4417197C956E5F56","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","COMMUNICATION_SUBSYSTEM_STATUS.yaml","v7.0/00_BUILD_CONTROL/COMMUNICATION_SUBSYSTEM_STATUS.yaml","PRESERVE_IN_PLACE"
"v7.0/00_BUILD_CONTROL/convergence/CANONICAL_BUILD_LEDGER.yaml","1653","7B9499E890D48121152025CE150E3C052AC93B2DBDE535460F9C3EEEE526F1E8","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","CANONICAL_BUILD_LEDGER.yaml","v7.0/00_BUILD_CONTROL/convergence/CANONICAL_BUILD_LEDGER.yaml","PRESERVE_IN_PLACE"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/COMMUNICATION_PROMOTION_RECEIPT.json","1028","FCEE94DB64F8F22FFAF19AD266C2B883A7DD7AD7523F2A8ECE3A4CBC7CB986BC","FINAL","Convergence Review 001 governed artifact","","COMMUNICATION_PROMOTION_RECEIPT.json","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/COMMUNICATION_PROMOTION_RECEIPT.json","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/CONVERGENCE_REVIEW_001.md","6121","6F1C8B779BEEA7C852A73FD72CC91BD719EF8E0493838253BF34D5E0DD9ABC51","FINAL","Convergence Review 001 governed artifact","","CONVERGENCE_REVIEW_001.md","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/CONVERGENCE_REVIEW_001.md","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/CR_SEC_001_REMEDIATION_PLAN.md","4610","C9A64ED56ED5B61B1AF82D95ECBF8DF6113113DACF4DF0816A6943E8B212A4E2","FINAL","Convergence Review 001 governed artifact","","CR_SEC_001_REMEDIATION_PLAN.md","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/CR_SEC_001_REMEDIATION_PLAN.md","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/CR_SEC_001_REMEDIATION_RECEIPT.json","2148","D078DBC8233A2E78E4459B5A9603C5B4D6279FF1CD45D1A4D1D782415C17B6C1","FINAL","Convergence Review 001 governed artifact","","CR_SEC_001_REMEDIATION_RECEIPT.json","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/CR_SEC_001_REMEDIATION_RECEIPT.json","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/CYCLE_CORRELATION_EVIDENCE.json","1433","5B585FA1F89D63EDC03341D9FD6A12142C08CA74A87FA68BBB4989843FF5E1F5","FINAL","Convergence Review 001 governed artifact","","CYCLE_CORRELATION_EVIDENCE.json","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/CYCLE_CORRELATION_EVIDENCE.json","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/HASH_MANIFEST.sha256","1864","DERIVED_AFTER_INVENTORY","FINAL","Convergence Review 001 governed artifact","","HASH_MANIFEST.sha256","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/HASH_MANIFEST.sha256","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/NON_SECRET_ENVIRONMENT.json","930","48EF3A96D8A9CCE57E3DAE81F68D52C20D54D3A616D577AF0CDFE74D2FCB7D3A","FINAL","Convergence Review 001 governed artifact","","NON_SECRET_ENVIRONMENT.json","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/NON_SECRET_ENVIRONMENT.json","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/README.md","662","161EB6BF71CE5E912240F1E88785003A3B5F620FD9BDEC822AEC40ECB681BAE7","FINAL","Convergence Review 001 governed artifact","","README.md","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/README.md","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/RECEIPTS/COMMUNICATION_OPERATIONAL_GATE_001.json","8675","9C5D6F485566ADBC035284F74EA5BDC10AA76BF4953D4DE3AD9753ABEA8B598C","FINAL","Convergence Review 001 governed artifact","","COMMUNICATION_OPERATIONAL_GATE_001.json","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/RECEIPTS/COMMUNICATION_OPERATIONAL_GATE_001.json","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/RECEIPTS/COMMUNICATION_OPERATIONAL_GATE_001_AUTHORIZATION_TRANSITION.json","1156","064F73F76E8495DFC7FED3B242D433B8E33883AB6A72BD3146EBC975E3688088","FINAL","Convergence Review 001 governed artifact","","COMMUNICATION_OPERATIONAL_GATE_001_AUTHORIZATION_TRANSITION.json","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/RECEIPTS/COMMUNICATION_OPERATIONAL_GATE_001_AUTHORIZATION_TRANSITION.json","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/RECEIPTS/COMMUNICATION_OPERATIONAL_GATE_001_BLOCKED_20260728T043545Z.json","3182","12BFB4742FCE7EB5ADAA3539C09B0D22A17F6C18AE9F31A935E4055D29BC13EA","FINAL","Convergence Review 001 governed artifact","","COMMUNICATION_OPERATIONAL_GATE_001_BLOCKED_20260728T043545Z.json","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/RECEIPTS/COMMUNICATION_OPERATIONAL_GATE_001_BLOCKED_20260728T043545Z.json","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/REPAIR_SUMMARY.md","923","A97620FD0167DBD8FE35A992B6656A997777DD02F280069B47B6E89C9DB22A93","FINAL","Convergence Review 001 governed artifact","","REPAIR_SUMMARY.md","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/REPAIR_SUMMARY.md","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/RESTART_HEARTBEAT_EVIDENCE.json","910","F4AB127088A8B9EC84AAFF8BB0C826D55F3457C8FB7BDB0F5EECEB668710134F","FINAL","Convergence Review 001 governed artifact","","RESTART_HEARTBEAT_EVIDENCE.json","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/RESTART_HEARTBEAT_EVIDENCE.json","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/SOURCE_RECEIPTS/B3_B4_CERTIFICATION_RECEIPT.json","11857","27529B5174D6E2A12AB79FE0632AA5ABCE5C2A4E3358A399193637F99922EAB6","ARCHIVE","Convergence Review 001 governed artifact","","B3_B4_CERTIFICATION_RECEIPT.json","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/SOURCE_RECEIPTS/B3_B4_CERTIFICATION_RECEIPT.json","PRESERVE; reference from convergence record; do not execute post-Gate-001"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/SOURCE_RECEIPTS/COMMUNICATION_CERTIFICATION_RECEIPT.json","8646","F80E854154B5278E0ADD203218E07A5A77462EA0C341436BFF9CE0E93B534EEE","ARCHIVE","Convergence Review 001 governed artifact","","COMMUNICATION_CERTIFICATION_RECEIPT.json","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/SOURCE_RECEIPTS/COMMUNICATION_CERTIFICATION_RECEIPT.json","PRESERVE; reference from convergence record; do not execute post-Gate-001"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/SOURCE_RECEIPTS/O1_IDENTITY_CERTIFICATION_RECEIPT.json","11088","73CEDADE750824048B0B4A748A19B83BC71FB25F4ABF1A108D4292D9A79BD880","ARCHIVE","Convergence Review 001 governed artifact","","O1_IDENTITY_CERTIFICATION_RECEIPT.json","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/SOURCE_RECEIPTS/O1_IDENTITY_CERTIFICATION_RECEIPT.json","PRESERVE; reference from convergence record; do not execute post-Gate-001"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/SOURCE_RECEIPTS/RLS_CERTIFICATION_RECEIPT.json","21522","F606B1F1B70375F8BF66EDAB78721A4E6E3F664517261578DC65765866E1D12A","ARCHIVE","Convergence Review 001 governed artifact","","RLS_CERTIFICATION_RECEIPT.json","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/SOURCE_RECEIPTS/RLS_CERTIFICATION_RECEIPT.json","PRESERVE; reference from convergence record; do not execute post-Gate-001"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/WORKER_LOGS/PRIOR_ARCHIVE/supervisor-20260727.log","11754","B5A86910E51229ECEFB4956FE2E8EC435B0C6AD6FFCD53EACAC650D9C7DA76E5","FINAL","Convergence Review 001 governed artifact","","supervisor-20260727.log","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/WORKER_LOGS/PRIOR_ARCHIVE/supervisor-20260727.log","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/WORKER_LOGS/PRIOR_ARCHIVE/worker-20260727.log","2714","25D4DD25F1EC4B3C92E81D62A2573CE341E7BD577C582C11A0ECB896F0B13DED","FINAL","Convergence Review 001 governed artifact","","worker-20260727.log","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/WORKER_LOGS/PRIOR_ARCHIVE/worker-20260727.log","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/WORKER_LOGS/supervisor-20260728.log","1785","500A7E9C198B8BE44440DF2BFA415BF824767F6A83858AA60C549C6B917E1DA6","FINAL","Convergence Review 001 governed artifact","","supervisor-20260728.log","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/WORKER_LOGS/supervisor-20260728.log","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/WORKER_LOGS/worker-20260728.log","2036","01BE320C7AACF56F700ED2C5578B247679F6238D158FBA76E32E883931064553","FINAL","Convergence Review 001 governed artifact","","worker-20260728.log","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/EVIDENCE_PACKET/WORKER_LOGS/worker-20260728.log","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/INITIAL_FILE_INVENTORY_001.csv","22277","258827974681E9DEAF300AF67802CF76AB456F6A6F80EB9ADED263020FD5C08A","FINAL","Convergence Review 001 governed artifact","","INITIAL_FILE_INVENTORY_001.csv","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/INITIAL_FILE_INVENTORY_001.csv","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/RENAME_AND_COPY_PLAN_001.md","3090","03088F12DDBFEE330A9C58225433694371CB268D67482EE545F29AE42CCB4BAC","FINAL","Convergence Review 001 governed artifact","","RENAME_AND_COPY_PLAN_001.md","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/RENAME_AND_COPY_PLAN_001.md","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/RUNTIME_COMPILER_MVP_HANDOFF.md","914","1DF03399B090694FD04C25426D26F74AD0DF8FD7E7594AC1E2BE892B481F37C8","FINAL","Convergence Review 001 governed artifact","","RUNTIME_COMPILER_MVP_HANDOFF.md","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/RUNTIME_COMPILER_MVP_HANDOFF.md","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/VALIDATION_REPORT_001.md","3987","3794A61C1690E7812A6E5641E6616D013DF2F997AB682E9B3D127A086329075F","FINAL","Convergence Review 001 governed artifact","","VALIDATION_REPORT_001.md","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/VALIDATION_REPORT_001.md","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/DCSE_V7_ACTIVATION_RECORD.yaml","558","D81174DC0C6AA24D61081E0481792F08E0F434E63B6BC4F175B5284DDEC16230","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","DCSE_V7_ACTIVATION_RECORD.yaml","v7.0/00_BUILD_CONTROL/DCSE_V7_ACTIVATION_RECORD.yaml","PRESERVE_IN_PLACE"
"v7.0/00_BUILD_CONTROL/DCSE_V7_MASTER_BUILD_PLAN.md","2466","2F405B143D3A4054EE032AA2CD756B23FF888D5E0F00387B7C7FC1064D8D5F5F","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","DCSE_V7_MASTER_BUILD_PLAN.md","v7.0/00_BUILD_CONTROL/DCSE_V7_MASTER_BUILD_PLAN.md","PRESERVE_IN_PLACE"
"v7.0/01_ARCHITECTURE/DCSE_V7_RUNTIME_COMPILER_ARCHITECTURE.md","2573","48EB15865304FCD4F28109307655D833C5519F94836186DBD5EF808A64A20ACF","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","DCSE_V7_RUNTIME_COMPILER_ARCHITECTURE.md","v7.0/01_ARCHITECTURE/DCSE_V7_RUNTIME_COMPILER_ARCHITECTURE.md","PRESERVE_IN_PLACE"
"v7.0/03_SCHEMAS/runtime_packet.schema.json","2150","59FB56A5571CEEA64FD66BA834DDC7FE9FCCE6D3BB66E389A9A7DBF4865BAC39","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","runtime_packet.schema.json","v7.0/03_SCHEMAS/runtime_packet.schema.json","PRESERVE_IN_PLACE"
"v7.0/04_WORKFLOWS/runtime_compilation_workflow.yaml","652","265417724A85A1E1BC6B623F83095732FBEEBFA4CAC9AA8539E62B96CA092C11","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","runtime_compilation_workflow.yaml","v7.0/04_WORKFLOWS/runtime_compilation_workflow.yaml","PRESERVE_IN_PLACE"
"v7.0/06_REGISTRIES/communication_worker_registry.yaml","686","6A2C77A781499135DE0864AD3822AFCC4015650E589AA2A4C6A16910BEC8C8F7","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","communication_worker_registry.yaml","v7.0/06_REGISTRIES/communication_worker_registry.yaml","PRESERVE_IN_PLACE"
"v7.0/06_REGISTRIES/model_registry.yaml","539","005DF540D218C93C21DBF731BDF2A4DC3EA44B65D70BB80D550A5A18AF59DBD1","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","model_registry.yaml","v7.0/06_REGISTRIES/model_registry.yaml","PRESERVE_IN_PLACE"
"v7.0/06_REGISTRIES/runtime_compiler_registry.yaml","921","4C53BD27A42F4BF30D3B6F3E24A47DB10D721361A613445A233BDDD9624BBAE3","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","runtime_compiler_registry.yaml","v7.0/06_REGISTRIES/runtime_compiler_registry.yaml","PRESERVE_IN_PLACE"
"vercel.json","150","C6FEC0DA10DF50079E4462749EB7F0696B72B6BD6DB8BD6B7D60FA8F2783216B","ACTIVE","origin/main baseline","","vercel.json","vercel.json","PRESERVE_IN_PLACE"
"workers/claude-reviewer-operational.js","5670","DFB78446D63E535D1D8B028B3F2503457F25FD3DC6BA839A5FA9D7DE43C682F8","ACTIVE","PR 15 / chatgpt/v7-foundation-runtime-compiler","","claude-reviewer-operational.js","workers/claude-reviewer-operational.js","PRESERVE_IN_PLACE"
"v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/FINAL_FILE_INVENTORY_001.csv","","SELF_REFERENTIAL_EXCLUDED","FINAL","Convergence Review 001 governed artifact","","FINAL_FILE_INVENTORY_001.csv","v7.0/00_BUILD_CONTROL/convergence/COMMUNICATION_CONVERGENCE_001/FINAL_FILE_INVENTORY_001.csv","PRESERVE_IN_PLACE; self hash excluded by design"
